id_jogo,cod,rodada,temporada,data,horario,jogo,placar,odds_mandante,odds_empate,odds_visitante,site_apostas,time,pos_rodada,pos_adv_rodada,condicao,pts,vit,diff_gols,pr_vitoria,pr_empate,e_pontos,surpresa,cum_surpresa,cum_pts,cum_vit,cum_saldo,pts_4,trocou,m,di,tratado,periodo,original_index
125,201113AMGCTB1,13,2011,2011-07-31,18:30,América-MG - Coritiba,1-3,3.21,3.26,2.18,8,América-MG,20,11,mandante,0,0,-2,0.289256467447048,0.284820018559823,1.15258942090097,-1.15258942090097,-4.94791018602005,8,1,-14,2,1,1.1,0,,,1532
116,201612AMGCOR1,12,2016,2016-06-29,21:45,América-MG - Corinthians,0-2,3.67,3.22,2.07,14,América-MG,20,2,mandante,0,0,-2,0.255578093306288,0.291295528706235,1.0580298086251,-1.0580298086251,-4.83716977331767,8,2,-11,3,0,1.1,0.110740412702381,,,5331
176,201118CAPAMG2,18,2011,2011-08-21,18:00,Atlético-PR - América-MG,2-2,1.58,3.79,5.84,8,América-MG,20,17,visitante,1,0,0,0.160330932555088,0.247053468633698,0.728046266298964,0.271953733701036,-3.93142588919678,13,2,-14,5,0,1.2,0.03799151711197,,,1537
48,20165AMGPON1,5,2016,2016-06-02,19:30,América-MG - Ponte Preta,1-2,2.32,3.14,3.15,13,América-MG,20,10,mandante,0,0,-1,0.403981408114753,0.298483078607079,1.51042730295134,-1.51042730295134,-3.96941740630875,2,0,-4,2,1,1.2,0,,,5324
86,20119CAMAMG2,9,2011,2011-07-10,18:30,Atlético-MG - América-MG,2-0,1.71,3.6,4.79,8,América-MG,18,13,visitante,0,0,-2,0.194866243126976,0.259280362382838,0.843879091763768,-0.843879091763768,-3.10352985046823,6,1,-8,1,1,1.4,0,,,1528
91,201610PALAMG2,10,2016,2016-06-21,21:30,Palmeiras - América-MG,2-0,1.31,5.11,9.23,14,América-MG,20,1,visitante,0,0,-2,0.101501576177357,0.183338463427985,0.487843191960055,-0.487843191960055,-3.07932145565219,8,2,-8,3,0,1.4,0.0242083948160401,,,5329
103,201011VASACG2,11,2010,2010-07-24,18:30,Vasco - Atlético-GO,2-0,1.56,3.74,5.82,5,Atlético-GO,20,14,visitante,0,0,-2,0.159060424640953,0.247521837275493,0.724703111198351,-0.724703111198351,-4.57580968937477,7,2,-7,3,1,1.2,0,,,770
48,20125CTBACG2,5,2012,2012-06-17,18:30,Coritiba - Atlético-GO,3-0,1.85,3.5,4.16,8,Atlético-GO,19,11,visitante,0,0,-3,0.225366329052243,0.267863979673523,0.943962966830253,-0.943962966830253,-4.38675530892573,2,0,-6,1,0,1.2,0.18905438044904,,,2284
133,201014ACGBOT1,14,2010,2010-08-14,18:30,Atlético-GO - Botafogo,0-2,2.46,3.28,2.75,8,Atlético-GO,20,4,mandante,0,0,-2,0.378136816775524,0.283602612581643,1.41801306290822,-1.41801306290822,-6.60219505566373,9,2,-9,2,0,1.4,0.0286880415496906,,,773
150,201715SPOACG2,15,2017,2017-07-21,23:00,Sport - Atlético-GO,4-0,1.47,4.22,7,15,Atlético-GO,20,5,visitante,0,0,-4,0.134758675222773,0.223533347525927,0.627809373194246,-0.627809373194246,-6.63088309721342,8,2,-16,1,1,1.4,0,,,6094
90,201110ACGAVA1,10,2011,2011-07-16,18:30,Atlético-GO - Avaí,0-1,1.63,3.77,5.02,8,Atlético-GO,17,18,mandante,0,0,-1,0.569131900484466,0.246070291190897,1.95346599264429,-1.95346599264429,-3.40531496233344,8,2,-4,1,1,1.5,0,,,1567
92,201710VASACG2,10,2017,2017-06-25,14:00,Vasco - Atlético-GO,1-0,1.53,3.94,6.41,15,Atlético-GO,20,6,visitante,0,0,-1,0.146704014757525,0.238673282892319,0.678785327164895,-0.678785327164895,-3.36277471921103,6,2,-10,3,0,1.5,0.04254024312241,,,6089
68,20107ACGCRU1,7,2010,2010-06-06,18:30,Atlético-GO - Cruzeiro,2-1,3.94,3.41,1.89,8,Atlético-GO,20,11,mandante,3,1,1,0.235844534140353,0.272500722731082,0.980034325152139,2.01996567484786,-3.52866934859003,4,1,-5,3,1,1.6,0,,,766
146,201115BAHACG2,15,2011,2011-08-07,18:30,Bahia - Atlético-GO,2-1,1.85,3.52,4.03,8,Atlético-GO,17,13,visitante,0,0,-1,0.231306676707006,0.264819859979896,0.958739890100913,-0.958739890100913,-3.56898709885577,13,3,-6,4,0,1.6,0.0403177502657401,,,1572
151,201316CAMPOR1,16,2013,2013-08-25,16:00,Atlético-MG - Portuguesa,2-1,1.54,3.82,6.47,9,Atlético-MG,12,19,mandante,3,1,1,0.609323997830482,0.24564370593166,2.07361569942311,0.926384300576895,-3.44172066832926,19,5,-4,8,0,1.5,0.0495169652953198,,,3054
145,201715CAMBAH1,15,2017,2017-07-20,00:45,Atlético-MG - Bahia,0-2,1.71,3.59,5.03,15,Atlético-MG,11,12,mandante,0,0,-2,0.550574884367597,0.262251546592922,1.91397619969571,-1.91397619969571,-3.49123763362458,20,5,-1,4,1,1.5,0,,,6132
331,201134FIGCAM2,34,2011,2011-11-12,18:00,Figueirense - Atlético-MG,2-1,1.89,3.36,4.13,8,Atlético-MG,15,4,visitante,0,0,-1,0.226533822758259,0.278447823807027,0.958049292081804,-0.958049292081804,-7.22017516978753,39,11,-9,9,0,1.6,0.0174886680627804,,,1629
248,201725CAMVIT1,25,2017,2017-09-24,22:00,Atlético-MG - Vitória,1-3,1.5,4.3,6.13,16,Atlético-MG,11,16,mandante,0,0,-2,0.627535472812113,0.218907723073993,2.10151414151033,-2.10151414151033,-7.20268650172475,31,8,-4,5,1,1.6,0,,,6142
237,201024FLUCAM2,24,2010,2010-09-23,21:00,Fluminense - Atlético-MG,5-1,1.69,3.58,4.94,8,Atlético-MG,18,2,visitante,0,0,-4,0.188573743922204,0.260210696920583,0.825931928687196,-0.825931928687196,-11.261127612698,21,6,-16,3,1,1.7,0,,,821
262,201127CAMCEA1,27,2011,2011-10-02,16:00,Atlético-MG - Ceará,1-1,1.7,3.62,4.87,8,Atlético-MG,18,15,mandante,1,0,0,0.549846549229003,0.258215230300913,1.90775487798792,-0.907754877987923,-11.0016561971259,26,7,-12,2,0,1.7,0.259471415572099,,,1622
140,201115CAMFIG1,15,2011,2011-08-06,21:00,Atlético-MG - Figueirense,1-2,1.68,3.6,5.03,8,Atlético-MG,14,8,mandante,0,0,-1,0.555351096717209,0.259163845134698,1.92521713528632,-1.92521713528632,-6.48931115122989,15,4,-7,4,1,1.8,0,,,1610
311,201732SANCAM2,32,2017,2017-11-04,19:00,Santos - Atlético-MG,3-1,2.22,3.33,3.24,16,Atlético-MG,12,2,visitante,0,0,-2,0.291338582677165,0.283464566929134,1.15748031496063,-1.15748031496063,-6.35897664346011,42,11,-2,4,0,1.8,0.13033450776978,,,6149
51,20136CAPGRE1,6,2013,2013-07-06,18:30,Atlético-PR - Grêmio,1-1,2.59,3.25,2.66,11,Atlético-PR,19,8,mandante,1,0,0,0.360931700616653,0.287634801414502,1.37042990326446,-0.370429903264459,-1.90800403761113,6,1,-1,5,1,1.1,0,,,3083
159,201716CAPPON1,16,2017,2017-07-23,22:00,Atlético-PR - Ponte Preta,0-2,2.17,3.14,3.5,15,Atlético-PR,16,10,mandante,0,0,-2,0.432697607760997,0.299029875427186,1.59712269871018,-1.59712269871018,-1.85641484539618,17,4,-8,2,0,1.1,0.0515891922149501,,,6171
265,201027CRUCAP2,27,2010,2010-10-02,18:30,Cruzeiro - Atlético-PR,0-0,1.71,3.54,4.81,8,Atlético-PR,5,3,visitante,1,0,0,0.193362912422259,0.262733222811036,0.842821960077813,0.157178039922187,9.07310574899308,42,12,-2,8,1,1.10,0,,,862
324,201633CAPCRU1,33,2016,2016-10-29,15:30,Atlético-PR - Cruzeiro,1-0,2.14,3.07,3.65,14,Atlético-PR,6,13,mandante,3,1,1,0.437949215009595,0.305280560299848,1.61912820532863,1.38087179467137,8.90509109949761,51,16,5,6,0,1.10,0.16801464949547,,,5428
142,200915GOICAP2,15,2009,2009-07-29,21:00,Goiás - Atlético-PR,3-0,1.62,3.73,5.66,5,Atlético-PR,18,4,visitante,0,0,-3,0.166354656476781,0.252430926450022,0.751494895880364,-0.751494895880364,-6.27212841469969,12,3,-15,1,1,1.2,0,,,52
328,201133CAPACG1,33,2011,2011-11-06,18:00,Atlético-PR - Atlético-GO,2-1,1.94,3.42,3.82,8,Atlético-PR,18,12,mandante,3,1,1,0.481903356694947,0.27336038362228,1.71907045370712,1.28092954629288,-6.28099465527393,34,8,-17,6,0,1.2,0.0088662405742399,,,1666
43,20145CAPCHA1,5,2014,2014-05-18,16:00,Atlético-PR - Chapecoense,1-1,1.71,3.6,4.95,11,Atlético-PR,13,20,mandante,1,0,0,0.549313358302122,0.260923845193508,1.90886392009987,-0.908863920099875,-1.10010109702692,5,1,-1,2,1,1.3,0,,,3842
51,20166CAPSTC1,6,2016,2016-06-04,16:00,Atlético-PR - Santa Cruz,1-0,1.53,3.92,6.28,13,Atlético-PR,13,9,mandante,3,1,1,0.612018814825128,0.238874690480216,2.0749311349556,0.925068865044402,-1.19425413220313,7,2,-4,6,0,1.3,0.0941530351762099,,,5401
207,201021GUACAP2,21,2010,2010-09-12,18:30,Guarani - Atlético-PR,1-0,2.15,3.24,3.29,8,Atlético-PR,8,7,visitante,0,0,-1,0.282034568061184,0.286386953370771,1.13249065755432,-1.13249065755432,2.78283117523172,28,8,-6,7,0,1.4,0.0189371502731102,,,856
169,201417CAPBAH1,17,2014,2014-08-24,18:30,Atlético-PR - Bahia,0-0,1.87,3.38,4.26,12,Atlético-PR,9,18,mandante,1,0,0,0.501952199012745,0.277707281702318,1.78356387874055,-0.783563878740553,2.76389402495861,24,6,1,5,1,1.4,0,,,3854
241,200925CAPSPO1,25,2009,2009-09-19,18:30,Atlético-PR - Sport,1-0,1.75,3.46,4.39,6,Atlético-PR,14,19,mandante,3,1,1,0.52509601789338,0.265583246044339,1.84087129972448,1.15912870027552,0.864754496273672,31,9,-11,4,0,1.5,0.00733569771585607,,,62
273,201528CAPPON1,28,2015,2015-09-27,11:00,Atlético-PR - Ponte Preta,1-2,1.9,3.33,4.16,13,Atlético-PR,11,9,mandante,0,0,-1,0.493266580733376,0.281443394412437,1.76124313661257,-1.76124313661257,0.872090193989528,38,11,-2,0,1,1.5,0,,,4625
97,201610CHACAP2,10,2016,2016-06-23,15:00,Chapecoense - Atlético-PR,0-0,2.02,3.16,3.95,14,Atlético-PR,9,8,visitante,1,0,0,0.237786933490288,0.297233666862861,1.01059446733373,-0.0105944673337257,1.34016623720678,14,4,-3,7,0,1.7,0.04462462059365,,,5405
114,201712CHACAP2,12,2017,2017-07-09,14:00,Chapecoense - Atlético-PR,1-1,1.81,3.39,4.64,14,Atlético-PR,14,15,visitante,1,0,0,0.202746506563926,0.277505542907557,0.885745062599335,0.114254937400665,1.29554161661313,15,4,-4,7,1,1.7,0,,,6167
47,20105INTCAP2,5,2010,2010-05-30,16:00,Internacional - Atlético-PR,4-1,1.48,3.89,6.84,7,Atlético-PR,19,10,visitante,0,0,-3,0.13550178874035,0.238260214648842,0.644765580869893,-0.644765580869893,-2.15171392369594,4,1,-5,4,1,1.8,0,,,840
41,20165INTCAP2,5,2016,2016-06-01,19:30,Internacional - Atlético-PR,1-0,1.52,3.83,6.78,13,Atlético-PR,19,1,visitante,0,0,-1,0.138298023974572,0.244820000665168,0.659714072588883,-0.659714072588883,-2.11932299724753,4,1,-5,4,0,1.8,0.0323909264484104,,,5400
44,20095CAPCAM1,5,2009,2009-06-07,16:00,Atlético-PR - Atlético-MG,0-4,2.1,3.3,3.36,7,Atlético-PR,20,2,mandante,0,0,-4,0.442211055276382,0.281407035175879,1.60804020100502,-1.60804020100502,-5.79986526629781,1,0,-8,1,1,1.9,0,,,42
142,201115CAPCOR1,15,2011,2011-08-07,16:00,Atlético-PR - Corinthians,1-1,2.56,3.15,2.73,8,Atlético-PR,19,2,mandante,1,0,0,0.363579863269111,0.295480777767913,1.38622036757525,-0.386220367575246,-5.70249194248739,12,3,-9,7,0,1.9,0.0973733238104204,,,1648
196,201020BARAVA2,20,2010,2010-09-09,21:00,Barueri - Avaí,1-1,2.48,3.2,2.77,8,Avaí,13,17,visitante,1,0,0,0.335282387535066,0.290228816710042,1.29607597931524,-0.29607597931524,-2.05712658739068,24,6,-1,2,0,1.2,0.0615051154458699,,,893
332,201534CAPAVA2,34,2015,2015-11-07,18:30,Atlético-PR - Avaí,2-1,1.86,3.4,4.31,13,Avaí,16,12,visitante,0,0,-1,0.21810957902506,0.276485966352355,0.930814703427535,-0.930814703427535,-1.99562147194481,35,9,-22,2,1,1.2,0,,,4669
61,20107AVAFLU1,7,2010,2010-06-05,18:30,Avaí - Fluminense,0-3,2.42,3.25,2.75,8,Avaí,12,3,mandante,0,0,-3,0.381008206330598,0.283704572098476,1.42672919109027,-1.42672919109027,-1.60778816513664,8,2,-1,1,1,1.3,0,,,880
61,20177ACGAVA2,7,2017,2017-06-14,22:30,Atlético-GO - Avaí,3-1,1.92,3.28,4.22,15,Avaí,19,16,visitante,0,0,-2,0.222990198855589,0.286895926576398,0.955866523143165,-0.955866523143165,-1.65686016818852,5,1,-6,4,0,1.3,0.0490720030518801,,,6200
226,201023AVAGRE1,23,2010,2010-09-19,18:30,Avaí - Grêmio,0-3,2.37,3.24,2.88,8,Avaí,16,11,mandante,0,0,-3,0.391481649297689,0.286361576801087,1.46080652469416,-1.46080652469416,-4.70148954851962,25,6,-5,2,1,1.4,0,,,896
294,201130INTAVA2,30,2011,2011-10-16,15:00,Internacional - Avaí,4-2,1.41,4.43,7.62,8,Avaí,19,7,visitante,0,0,-2,0.123086836489179,0.211720472696962,0.580980982164498,-0.580980982164498,-4.85176582525872,26,6,-24,4,0,1.4,0.1502762767391,,,1701
199,201120BAHAMG1,20,2011,2011-09-01,20:30,Bahia - América-MG,0-0,1.63,3.72,5.28,8,Bahia,16,20,mandante,1,0,0,0.572447801909558,0.250830622879726,1.9681740286084,-0.9681740286084,-1.03183061740132,21,4,-6,2,1,1.6,0,,,1729
254,201426FLUBAH2,26,2014,2014-10-04,16:20,Fluminense - Bahia,1-1,1.86,3.35,4.34,13,Bahia,14,7,visitante,1,0,0,0.21603611349957,0.2798796216681,0.92798796216681,0.0720120378331901,-1.10670201628283,30,7,-2,7,0,1.6,0.07487139888151,,,3901
100,201210FLUBAH2,10,2012,2012-07-19,21:00,Fluminense - Bahia,4-0,1.35,4.67,9.16,8,Bahia,19,3,visitante,0,0,-4,0.102599446358448,0.201244310202009,0.509042649277353,-0.509042649277353,-3.35399558273557,7,1,-9,1,1,1.7,0,,,2365
115,201712BAHFLU1,12,2017,2017-07-09,19:00,Bahia - Fluminense,1-1,2.13,3.41,3.34,15,Bahia,16,8,mandante,1,0,0,0.442016695838459,0.276098405318451,1.60214849283383,-0.602148492833829,-3.38079012602917,12,3,-1,2,0,1.7,0.0267945432936001,,,6243
187,201219BAHACG1,19,2012,2012-08-26,18:30,Bahia - Atlético-GO,1-1,2.06,3.32,3.59,10,Bahia,16,18,mandante,1,0,0,0.455726597689019,0.282770117843187,1.64994991091024,-0.649949910910245,-3.30850400094193,17,3,-9,4,1,1.8,0,,,2374
230,201723ACGBAH2,23,2017,2017-09-11,23:00,Atlético-GO - Bahia,1-1,2.53,3.08,2.94,14,Bahia,15,20,visitante,1,0,0,0.320862396956246,0.306277742549144,1.26886493341788,-0.268864933417882,-3.33841564249683,27,7,-1,4,0,1.8,0.0299116415548997,,,6254
168,200918BOTCAP1,18,2009,2009-08-08,18:30,Botafogo - Atlético-PR,0-1,1.64,3.67,5.24,7,Botafogo,15,13,mandante,0,0,-1,0.568232318456884,0.25392397881997,1.95862093419062,-1.95862093419062,-4.51093016011739,19,4,-5,4,1,1.2,0,,,168
151,201416FIGBOT2,16,2014,2014-08-20,19:30,Figueirense - Botafogo,1-0,2.42,3.22,2.92,12,Botafogo,16,14,visitante,0,0,-1,0.321187740095296,0.291263416483933,1.25482663676982,-1.25482663676982,-4.4899733405192,16,4,-1,4,0,1.2,0.0209568195981893,,,3929
51,20096BOTSAN1,6,2009,2009-06-13,18:30,Botafogo - Santos,2-0,2.5,3.25,2.72,8,Botafogo,16,5,mandante,3,1,2,0.371975594361456,0.286135072585735,1.4020618556701,1.5979381443299,-2.40291657708543,6,1,-1,4,0,1.3,0.1901035437787,,,157
175,201618PONBOT2,18,2016,2016-08-04,19:15,Ponte Preta - Botafogo,2-0,2.03,3.36,3.62,14,Botafogo,16,9,visitante,0,0,-2,0.259024934871604,0.279068531022383,1.05614333563719,-1.05614333563719,-2.21281303330673,20,5,-6,4,1,1.3,0,,,5451
190,201020FLUCEA2,20,2010,2010-09-08,19:30,Fluminense - Ceará,3-1,1.52,3.79,6.53,8,Ceará,11,1,visitante,0,0,-2,0.142470279534365,0.245469901150238,0.672880739753333,-0.672880739753333,0.237166348280818,25,6,-2,1,1,1.2,0,,,1007
129,201114CEAAVA1,14,2011,2011-08-03,19:30,Ceará - Avaí,0-3,1.66,3.67,4.99,8,Ceará,12,17,mandante,0,0,-3,0.560229925142785,0.253401001563222,1.93409077699158,-1.93409077699158,0.174497939204707,18,5,-5,4,0,1.2,0.062668409076111,,,1799
256,201026CEACAM1,26,2010,2010-09-29,22:00,Ceará - Atlético-MG,0-0,2.3,3.15,3.1,8,Ceará,14,20,mandante,1,0,0,0.404515327257664,0.295360397680199,1.50890637945319,-0.50890637945319,-1.07465498512465,31,7,-8,2,0,1.3,0.14873508088676,,,1013
221,201123CEAACG1,23,2011,2011-09-11,16:00,Ceará - Atlético-GO,1-1,1.9,3.4,4.01,8,Ceará,15,11,mandante,1,0,0,0.491971277018006,0.274925125392415,1.75083895644643,-0.750838956446433,-1.22339006601141,27,7,-7,2,1,1.3,0,,,1808
62,20157CHASAO1,7,2015,2015-06-13,16:30,Chapecoense - São Paulo,0-1,2.63,3.04,2.77,13,Chapecoense,11,1,mandante,0,0,-1,0.35529152655362,0.307373919353954,1.37324849901481,-1.37324849901481,0.164831218249192,9,3,-1,3,0,1.1,0.019412281563552,,,4680
110,201711FLUCHA2,11,2017,2017-07-03,23:00,Fluminense - Chapecoense,3-3,1.69,3.62,5.12,14,Chapecoense,15,7,visitante,1,0,0,0.183690136616124,0.259804834108993,0.810875243957364,0.189124756042636,0.184243499812744,14,4,-5,1,1,1.1,0,,,6318
245,201525CHAFLA1,25,2015,2015-09-13,16:00,Chapecoense - Flamengo,1-3,2.66,2.97,2.83,13,Chapecoense,13,4,mandante,0,0,-2,0.352664991125787,0.3158548405369,1.37384981391426,-1.37384981391426,-0.978231380962848,30,8,-7,2,1,1.6,0,,,4698
163,201717CHAACG1,17,2017,2017-07-30,14:00,Chapecoense - Atlético-GO,1-2,1.52,4.09,6.16,15,Chapecoense,13,20,mandante,0,0,-1,0.617897504316434,0.229634280332758,2.08332679328206,-2.08332679328206,-0.993153653318512,21,6,-7,6,0,1.6,0.014922272355664,,,6324
102,201511CHAVAS1,11,2015,2015-07-04,21:00,Chapecoense - Vasco,1-0,1.79,3.3,4.86,13,Chapecoense,9,18,mandante,3,1,1,0.523358264478991,0.283882210126483,1.85395700356346,1.14604299643654,2.17441048943638,16,5,-1,7,0,1.7,0.0325893229235099,,,4684
97,201610CHACAP1,10,2016,2016-06-23,15:00,Chapecoense - Atlético-PR,0-0,2.02,3.16,3.95,14,Chapecoense,8,9,mandante,1,0,0,0.464979399646851,0.297233666862861,1.69217186580341,-0.692171865803414,2.14182116651287,15,3,3,5,1,1.7,0,,,5481
281,200929CORGRE1,29,2009,2009-10-10,16:10,Corinthians - Grêmio,2-1,2.09,3.28,3.3,7,Corinthians,8,9,mandante,3,1,1,0.440426103303196,0.28063736460478,1.60191567451437,1.39808432548563,0.790489230263373,42,11,-2,5,0,1.1,0.014078150447439,,,218
69,20167PALCOR2,7,2016,2016-06-12,16:00,Palmeiras - Corinthians,1-0,2.24,3.11,3.36,13,Corinthians,4,2,visitante,0,0,-1,0.279299506061967,0.301751234845083,1.13964975303098,-1.13964975303098,0.804567380710812,13,4,5,9,1,1.1,0,,,5516
305,201231CRUCOR2,31,2012,2012-10-17,22:00,Cruzeiro - Corinthians,2-0,1.98,3.38,3.77,10,Corinthians,9,8,visitante,0,0,-2,0.248791803595592,0.277498550164315,1.02387396095109,-1.02387396095109,-2.72219616171451,43,11,5,4,0,1.2,0.0666073789488202,,,2462
251,201626CORPAL1,26,2016,2016-09-17,16:00,Corinthians - Palmeiras,0-2,2.29,3.16,3.18,14,Corinthians,5,1,mandante,0,0,-2,0.409029852568851,0.296417203285655,1.52350676099221,-1.52350676099221,-2.65558878276569,41,12,9,4,1,1.2,0,,,5535
81,20129CORNAU1,9,2012,2012-07-14,18:30,Corinthians - Náutico,2-1,1.39,4.44,8.02,8,Corinthians,14,12,mandante,3,1,1,0.672775571434509,0.21062118114729,2.22894789545082,0.771052104549181,-5.15724999097477,8,2,-5,7,0,1.3,0.12453879981658,,,2440
294,201630STCCOR2,30,2016,2016-10-12,21:45,Santa Cruz - Corinthians,2-4,4.35,3.51,1.81,14,Corinthians,9,19,visitante,3,1,2,0.517662255764517,0.266942644710477,1.81992941200403,1.18007058799597,-5.28178879079135,45,13,8,4,1,1.3,0,,,5539
110,201011CORGUA1,11,2010,2010-07-25,18:30,Corinthians - Guarani,3-1,1.43,4.18,7.21,8,Corinthians,1,12,mandante,3,1,2,0.649164790901552,0.222082691624215,2.16957706432887,0.830422935671129,5.78790604489175,24,7,8,7,1,1.4,0,,,1036
307,201131INTCOR2,31,2011,2011-10-23,15:00,Internacional - Corinthians,1-1,2,3.32,3.74,8,Corinthians,2,7,visitante,1,0,0,0.25021856440867,0.281872720147117,1.03252841337313,-0.032528413373127,5.83826518513921,55,16,13,7,0,1.4,0.0503591402474592,,,1854
284,201029CORACG1,29,2010,2010-10-10,16:00,Corinthians - Atlético-GO,3-4,1.41,4.22,7.56,8,Corinthians,3,17,mandante,0,0,-1,0.657621668418774,0.219726671201534,2.19259167645786,-2.19259167645786,2.1278286088545,49,14,16,2,1,1.5,0,,,1053
287,201429INTCOR2,29,2014,2014-10-19,15:00,Internacional - Corinthians,1-2,1.91,3.23,4.33,13,Corinthians,5,3,visitante,3,1,1,0.217034001160929,0.290946509296231,0.942048512779019,2.05795148722098,2.08178476435266,49,13,15,9,0,1.5,0.0460438445018401,,,4018
165,201117SANCTB2,17,2011,2011-08-17,21:50,Santos - Coritiba,2-3,1.97,3.43,3.72,8,Coritiba,9,17,visitante,3,1,1,0.251707015432984,0.272988366592041,1.02810941289099,1.97189058710901,-0.787532061652113,24,7,8,7,0,1.1,0.0511434274582589,,,1878
219,201323FLUCTB2,23,2013,2013-09-21,18:30,Fluminense - Coritiba,1-1,1.63,3.68,5.54,11,Coritiba,12,13,visitante,1,0,0,0.169370732836756,0.254976592368378,0.763088790878647,0.236911209121353,-0.736388634193854,31,7,0,3,1,1.1,0,,,3252
213,201222PORCTB2,22,2012,2012-09-05,19:30,Portuguesa - Coritiba,3-0,1.98,3.42,3.72,10,Coritiba,16,11,visitante,0,0,-3,0.25211097708082,0.274225975070366,1.03055890631283,-1.03055890631283,-6.24010499842128,22,6,-10,3,1,1.10,0,,,2491
